,,Site A (Forest),Site A,Site A,Site A,Site A
3/28/20 8:00,,338.7371457,338.7371457,39.40468304,,
3/28/20 11:00,,303.6536674,303.6536674,0,,
3/28/20 14:00,,313.3831799,313.3831799,9.729512561,,
3/28/20 17:00,,305.0591039,305.0591039,0,,
3/29/20 8:00,,332.0846928,332.0846928,27.02558892,,
3/29/20 11:00,,316.1788521,316.1788521,0,,
3/29/20 14:00,,273.816771,273.816771,0,,
3/29/20 17:00,,303.2928315,303.2928315,29.47606052,,
3/30/20 8:00,,289.2102114,289.2102114,0,,
3/30/20 11:00,,284.0429857,284.0429857,0,,
3/30/20 14:00,,262.9870554,262.9870554,0,,
3/30/20 17:00,,272.1471315,272.1471315,9.160076094,,
3/31/20 8:00,,249.5626367,249.5626367,0,,
3/31/20 11:00,,252.5211689,252.5211689,2.958532289,,
3/31/20 14:00,,221.2436324,221.2436324,0,,
3/31/20 17:00,,171.198881,171.198881,0,,
4/1/20 8:00,,163.8312977,163.8312977,0,,
4/1/20 11:00,,131.1088982,131.1088982,0,,
4/1/20 14:00,,144.0229134,144.0229134,12.91401518,,
4/1/20 17:00,,112.6243832,112.6243832,0,,
4/2/20 8:00,,0,0,0,,
4/2/20 11:00,,94.59021145,94.59021145,94.59021145,,
4/2/20 14:00,,97.66304343,97.66304343,3.07283198,,
4/2/20 17:00,,18.99544566,18.99544566,0,,
4/3/20 8:00,,44.14606467,44.14606467,25.15061901,,
4/3/20 11:00,,77.51540351,77.51540351,33.36933884,,
4/3/20 14:00,,41.05155852,41.05155852,0,,
4/3/20 17:00,,53.8699288,53.8699288,12.81837028,,
4/4/20 8:00,,49.25511916,49.25511916,0,,
4/4/20 11:00,,44.64201479,44.64201479,0,,
4/4/20 14:00,,25.82509341,25.82509341,0,,
4/4/20 17:00,,10.61288468,10.61288468,0,,
4/5/20 8:00,,55.01130091,55.01130091,44.39841623,,
4/5/20 11:00,,75.24243772,75.24243772,20.23113681,,
4/5/20 14:00,,152.6232074,152.6232074,77.38076968,,
4/5/20 17:00,,229.9280996,229.9280996,77.30489223,,
4/6/20 8:00,,415.7058165,415.7058165,185.7777169,,
4/6/20 11:00,,408.5990545,408.5990545,0,,
4/6/20 14:00,,368.5659971,368.5659971,0,,
4/6/20 17:00,,359.2299318,359.2299318,0,,
4/7/20 8:00,,339.1089765,339.1089765,0,,
4/7/20 11:00,,353.6917523,353.6917523,14.58277575,,
4/7/20 14:00,,333.6555451,333.6555451,0,,
4/7/20 17:00,,302.5569157,302.5569157,0,,
4/8/20 8:00,,281.2223655,281.2223655,0,,
4/8/20 11:00,,275.8320166,275.8320166,0,,
4/8/20 14:00,,287.0391788,287.0391788,11.20716211,,
4/8/20 17:00,,256.9048779,256.9048779,0,,
4/9/20 8:00,,200.3171821,200.3171821,0,,
4/9/20 11:00,,205.7964857,205.7964857,5.479303589,,
4/9/20 14:00,,184.2311409,184.2311409,0,,
4/9/20 17:00,,183.4791008,183.4791008,0,,
4/10/20 8:00,,195.4946734,195.4946734,12.01557257,,
4/10/20 11:00,,198.3099824,198.3099824,2.815309089,,
4/10/20 14:00,,177.0169772,177.0169772,0,,
4/10/20 17:00,,120.0350517,120.0350517,0,,
4/11/20 8:00,,44.14606467,44.14606467,0,,
4/11/20 11:00,,97.98811264,97.98811264,53.84204797,,
4/11/20 14:00,,48.1455202,48.1455202,0,,
4/11/20 17:00,,31.85388667,31.85388667,0,,
4/12/20 8:00,,,24.49353356,0,,
4/12/20 11:00,,17.13318044,17.13318044,0,,
4/12/20 14:00,,,13.46891994,0,,
4/12/20 17:00,,9.804659437,9.804659437,0,,
4/13/20 8:00,,0,0,0,,
4/13/20 11:00,,0,0,0,,
4/13/20 14:00,,0,0,0,,
4/13/20 17:00,,0,0,0,,
4/14/20 8:00,,0,0,0,,
4/14/20 11:00,,0,0,0,,
4/14/20 14:00,,0,0,0,,
4/14/20 17:00,,0,0,0,,
4/15/20 8:00,,0,0,0,,
4/15/20 11:00,,0,0,0,,
4/15/20 14:00,,0,0,0,,
4/15/20 17:00,,0,0,0,,
4/16/20 8:00,,0,0,0,,
4/16/20 11:00,,0,0,0,,
4/16/20 14:00,,0,0,0,,
4/16/20 17:00,,0,0,0,,
4/17/20 8:00,,0,0,0,,
4/17/20 11:00,,0,0,0,,
4/17/20 14:00,,0,0,0,,
4/17/20 17:00,,0,0,0,,
4/18/20 8:00,,0,0,0,,
4/18/20 11:00,,0,0,0,,
4/18/20 14:00,,0,0,0,,
4/18/20 17:00,,0,0,0,,
4/19/20 8:00,,0,0,0,,
4/19/20 11:00,,0,0,0,,
4/19/20 14:00,,0,0,0,,
4/19/20 17:00,,0,0,0,,
4/20/20 8:00,,0,0,0,,
4/20/20 11:00,,0,0,0,,
4/20/20 14:00,,0,0,0,,
4/20/20 17:00,,0,0,0,,
4/21/20 8:00,,0,0,0,,
4/21/20 11:00,,50,50,50,,
4/21/20 14:00,,,25,0,,
4/21/20 17:00,,0,0,0,,
,,,,,,
11/6/20 7:00,,0,0,0,,
11/6/20 10:00,,0,0,0,,
11/6/20 13:00,,0,0,0,,
11/6/20 16:00,,0,0,0,,
11/7/20 7:00,,12.97914623,12.97914623,12.97914623,,
11/7/20 10:00,,0,0,0,,
11/7/20 13:00,,0,0,0,,
11/7/20 16:00,,0,0,0,,
11/8/20 7:00,,179.5125452,179.5125452,179.5125452,,
11/8/20 10:00,,178.7403071,178.7403071,0,,
11/8/20 13:00,,189.00031,189.00031,10.2600029,,
11/8/20 16:00,,208.17656,208.17656,19.17625003,,
11/9/20 7:00,,171.336135,171.336135,0,,
11/9/20 10:00,,134.476002,134.476002,0,,
11/9/20 13:00,,172.3691939,172.3691939,37.8931919,,
11/9/20 16:00,,152.4393135,152.4393135,0,,
11/10/20 7:00,,162.1941443,162.1941443,9.754830896,,
11/10/20 10:00,,97.59681542,97.59681542,0,,
11/10/20 13:00,,71.5840155,71.5840155,0,,
11/10/20 16:00,,59.54451452,59.54451452,0,,
11/11/20 7:00,,57.65813651,57.65813651,0,,
11/11/20 10:00,,49.97460823,49.97460823,0,,
11/11/20 13:00,,22.11361289,22.11361289,0,,
11/11/20 16:00,,23.40299082,23.40299082,1.289377935,,
11/12/20 7:00,,31.24801566,31.24801566,7.845024835,,
11/12/20 10:00,,2.867797022,2.867797022,0,,
11/12/20 13:00,,41.67868594,41.67868594,38.81088892,,
11/12/20 16:00,,0,0,0,,
11/13/20 7:00,,0,0,0,,
11/13/20 10:00,,0,0,0,,
11/13/20 13:00,,0,0,0,,
11/13/20 16:00,,0,0,0,,
11/14/20 7:00,,0,0,0,,
11/14/20 10:00,,0,0,0,,
11/14/20 13:00,,0,0,0,,
11/14/20 16:00,,0,0,0,,
11/15/20 7:00,,0,0,0,,
11/15/20 10:00,,0,0,0,,
11/15/20 13:00,,0,0,0,,
11/15/20 16:00,,0,0,0,,
11/16/20 7:00,,0,0,0,,
11/16/20 10:00,,0,0,0,,
11/16/20 13:00,,0,0,0,,
11/16/20 16:00,,0,0,0,,
11/17/20 7:00,,0,0,0,,
11/17/20 10:00,,0,0,0,,
11/17/20 13:00,,0,0,0,,
11/17/20 16:00,,0,0,0,,
11/18/20 7:00,,0,0,0,,
11/18/20 10:00,,0,0,0,,
11/18/20 13:00,,0,0,0,,
11/18/20 16:00,,0,0,0,,
11/19/20 7:00,,0,0,0,,
11/19/20 10:00,,0,0,0,,
11/19/20 13:00,,0,0,0,,
11/19/20 16:00,,0,0,0,,
11/20/20 7:00,,0,0,0,,
11/20/20 10:00,,0,0,0,,
11/20/20 13:00,,0,0,0,,
11/20/20 16:00,,0,0,0,,
11/21/20 7:00,,0,0,0,,
11/21/20 10:00,,0,0,0,,
11/21/20 13:00,,0,0,0,,
11/21/20 16:00,,0,0,0,,
11/22/20 7:00,,0,0,0,,
11/22/20 10:00,,0,0,0,,
11/22/20 13:00,,0,0,0,,
11/22/20 16:00,,0,0,0,,
11/23/20 7:00,,0,0,0,,
11/23/20 10:00,,0,0,0,,
11/23/20 13:00,,0,0,0,,
11/23/20 16:00,,0,0,0,,
11/24/20 7:00,,0,0,0,,
11/24/20 10:00,,0,0,0,,
11/24/20 13:00,,0,0,0,,
11/24/20 16:00,,0,0,0,,
11/25/20 7:00,,0,0,0,,
11/25/20 10:00,,0,0,0,,
11/25/20 13:00,,0,0,0,,
11/25/20 16:00,,0,0,0,,
11/26/20 7:00,,0,0,0,,
11/26/20 10:00,,0,0,0,,
11/26/20 13:00,,0,0,0,,
11/26/20 16:00,,0,0,0,,
11/27/20 7:00,,0,0,0,,
11/27/20 10:00,,0,0,0,,
11/27/20 13:00,,0,0,0,,
11/27/20 16:00,,0,0,0,,
11/28/20 7:00,,0,0,0,,
11/28/20 10:00,,0,0,0,,
11/28/20 13:00,,0,0,0,,
11/28/20 16:00,,0,0,0,,
11/29/20 7:00,,0,0,0,,
11/29/20 10:00,,0,0,0,,
11/29/20 13:00,,0,0,0,,
11/29/20 16:00,,0,0,0,,
11/30/20 7:00,,0,0,0,,
11/30/20 10:00,,0,0,0,,
11/30/20 13:00,,0,0,0,,
11/30/20 16:00,,0,0,0,,
12/1/20 7:00,,0,0,0,,
12/1/20 10:00,,0,0,0,,
12/1/20 13:00,,0,0,0,,
12/1/20 16:00,,0,0,0,,
12/2/20 7:00,,0,0,0,,
12/2/20 10:00,,0,0,0,,
12/2/20 13:00,,0,0,0,,
12/2/20 16:00,,0,0,0,,
12/3/20 7:00,,0,0,0,,
12/3/20 10:00,,0,0,0,,
12/3/20 13:00,,0,0,0,,
12/3/20 16:00,,0,0,0,,
12/4/20 7:00,,0,0,0,,
12/4/20 10:00,,0,0,0,,
12/4/20 13:00,,0,0,0,,
12/4/20 16:00,,0,0,0,,
12/5/20 7:00,,0,0,0,,
12/5/20 10:00,,0,0,0,,
12/5/20 13:00,,0,0,0,,
12/5/20 16:00,,0,0,0,,
12/6/20 7:00,,0,0,0,,
12/6/20 10:00,,0,0,0,,
12/6/20 13:00,,0,0,0,,
12/6/20 16:00,,0,0,0,,
12/7/20 7:00,,0,0,0,,
12/7/20 10:00,,0,0,0,,
12/7/20 13:00,,0,0,0,,
12/7/20 16:00,,0,0,0,,
12/8/20 7:00,,0,0,0,,
12/8/20 10:00,,0,0,0,,
12/8/20 13:00,,0,0,0,,
12/8/20 16:00,,0,0,0,,
12/9/20 7:00,,0,0,0,,
12/9/20 10:00,,0,0,0,,
12/9/20 13:00,,0,0,0,,
12/9/20 16:00,,0,0,0,,
12/10/20 7:00,,0,0,0,,
12/10/20 10:00,,0,0,0,,
12/10/20 13:00,,0,0,0,,
12/10/20 16:00,,0,0,0,,
12/11/20 7:00,,0,0,0,,
12/11/20 10:00,,0,0,0,,
12/11/20 13:00,,0,0,0,,
12/11/20 16:00,,0,0,0,,
12/12/20 7:00,,90.12203318,90.12203318,90.12203318,,
12/12/20 10:00,,90.57305517,90.57305517,0.451021989,,
12/12/20 13:00,,108.7523556,108.7523556,18.17930046,,
12/12/20 16:00,,108.8153454,108.8153454,0.062989779,,
12/13/20 7:00,,108.5507964,108.5507964,0,,
12/13/20 10:00,,72.28037224,72.28037224,0,,
12/13/20 13:00,,172.8387448,172.8387448,100.5583726,,
12/13/20 16:00,,108.5507964,108.5507964,0,,
12/14/20 7:00,,163.7437869,163.7437869,55.19299051,,
12/14/20 10:00,,172.6845991,172.6845991,8.940812187,,
12/14/20 13:00,,65.68393179,65.68393179,0,,
12/14/20 16:00,,90.5229386,90.5229386,24.83900681,,
12/15/20 7:00,,126.8417346,126.8417346,36.31879603,,
12/15/20 10:00,,108.8153454,108.8153454,0,,
12/15/20 13:00,,47.88875378,47.88875378,0,,
12/15/20 16:00,,90.46029396,90.46029396,42.57154018,,
12/16/20 7:00,,80.97692385,80.97692385,0,,
12/16/20 10:00,,71.9688628,71.9688628,0,,
12/16/20 13:00,,16.9609736,16.9609736,0,,
12/16/20 16:00,,71.48296579,71.48296579,54.52199219,,
12/17/20 7:00,,199.8628007,199.8628007,128.3798349,,
12/17/20 10:00,,200.2773325,200.2773325,0.414531788,,
12/17/20 13:00,,135.9871965,135.9871965,0,,
12/17/20 16:00,,127.0444104,127.0444104,0,,
12/18/20 7:00,,145.2472921,145.2472921,18.20288166,,
12/18/20 10:00,,153.7799974,153.7799974,8.532705295,,
12/18/20 13:00,,99.706833,99.706833,0,,
12/18/20 16:00,,71.27118654,71.27118654,0,,
12/19/20 7:00,,80.41477149,80.41477149,9.143584958,,
12/19/20 10:00,,80.81451459,80.81451459,0.399743092,,
12/19/20 13:00,,52.98397182,52.98397182,0,,
12/19/20 16:00,,34.69669817,34.69669817,0,,
12/20/20 7:00,,33.27985115,33.27985115,0,,
12/20/20 10:00,,44.05040534,44.05040534,10.7705542,,
12/20/20 13:00,,34.20381475,34.20381475,0,,
12/20/20 16:00,,6.776746595,6.776746595,0,,
12/21/20 7:00,,25.31953996,25.31953996,18.54279337,,
12/21/20 10:00,,15.00010898,15.00010898,0,,
12/21/20 13:00,,0,0,0,,
12/21/20 16:00,,43.60558139,43.60558139,63.38296345,,
12/22/20 7:00,,52.20350892,52.20350892,8.597927532,,
12/22/20 10:00,,33.92043918,33.92043918,0,,
12/22/20 13:00,,35.09105645,35.09105645,1.170617276,,
12/22/20 16:00,,0,0,0,,
12/23/20 7:00,,0,0,0,,
12/23/20 10:00,,0,0,0,,
12/23/20 13:00,,0,0,0,,
12/23/20 16:00,,0,0,0,,
12/24/20 7:00,,0,0,0,,
12/24/20 10:00,,0,0,0,,
12/24/20 13:00,,0,0,0,,
12/24/20 16:00,,0,0,0,,
12/25/20 7:00,,0,0,0,,
12/25/20 10:00,,0,0,0,,
12/25/20 13:00,,0,0,0,,
12/25/20 16:00,,0,0,0,,
12/26/20 7:00,,52.48841891,52.48841891,52.48841891,,
12/26/20 10:00,,80.41477149,80.41477149,27.92635258,,
12/26/20 13:00,,98.19954119,98.19954119,17.7847697,,
12/26/20 16:00,,51.89385141,51.89385141,0,,
12/27/20 7:00,,52.48841891,52.48841891,0,,
12/27/20 10:00,,61.63068809,61.63068809,9.142269175,,
12/27/20 13:00,,79.6279167,79.6279167,17.99722862,,
12/27/20 16:00,,142.9552796,142.9552796,63.32736291,,
12/28/20 7:00,,207.6051949,207.6051949,64.64991526,,
12/28/20 10:00,,180.1819668,180.1819668,0,,
12/28/20 13:00,,550.4620247,550.4620247,370.2800579,,
12/28/20 16:00,,477.9037286,477.9037286,0,,
12/29/20 7:00,,143.2989796,143.2989796,0,,
12/29/20 10:00,,104.3208746,104.3208746,0,,
12/29/20 13:00,,60.33909497,60.33909497,0,,
12/29/20 16:00,,77.38077806,77.38077806,17.04168309,,
12/30/20 7:00,,77.81760367,77.81760367,0.436825614,,
12/30/20 10:00,,77.81760367,77.81760367,0,,
12/30/20 13:00,,68.24544769,68.24544769,0,,
12/30/20 16:00,,39.9009856,39.9009856,0,,
12/31/20 7:00,,59.95419666,59.95419666,20.05321107,,
12/31/20 10:00,,95.18700202,95.18700202,35.23280536,,
12/31/20 13:00,,68.24544769,68.24544769,0,,
12/31/20 16:00,,40.38235402,40.38235402,0,,
1/1/21 7:00,,69.83891281,69.83891281,29.45655879,,
1/1/21 10:00,,59.95419666,59.95419666,0,,
1/1/21 13:00,,38.30925383,38.30925383,0,,
1/1/21 16:00,,39.39500532,39.39500532,1.08575149,,
1/2/21 7:00,,114.779592,114.779592,75.38458667,,
1/2/21 10:00,,68.68108575,68.68108575,0,,
1/2/21 13:00,,59.11005759,59.11005759,0,,
1/2/21 16:00,,86.05306126,86.05306126,26.94300368,,
1/3/21 7:00,,86.05306126,86.05306126,0,,
1/3/21 10:00,,68.68108575,68.68108575,0,,
1/3/21 13:00,,59.11005759,59.11005759,0,,
1/3/21 16:00,,75.38458556,75.38458556,16.27452797,,
1/4/21 7:00,,49.51662746,49.51662746,0,,
1/4/21 10:00,,0,0,0,,
1/4/21 13:00,,0,0,0,,
1/4/21 16:00,,0,0,0,,
1/5/21 7:00,,0,0,0,,
1/5/21 10:00,,0,0,0,,
1/5/21 13:00,,0,0,0,,
1/5/21 16:00,,0,0,0,,
1/6/21 7:00,,0,0,0,,
1/6/21 10:00,,0,0,0,,
1/6/21 13:00,,0,0,0,,
1/6/21 16:00,,0,0,0,,
1/7/21 7:00,,0,0,0,,
1/7/21 10:00,,0,0,0,,
1/7/21 13:00,,0,0,0,,
1/7/21 16:00,,0,0,0,,
1/8/21 7:00,,0,0,0,,
1/8/21 10:00,,0,0,0,,
1/8/21 13:00,,0,0,0,,
1/8/21 16:00,,0,0,0,,
1/9/21 7:00,,0,0,0,,
1/9/21 10:00,,0,0,0,,
1/9/21 13:00,,0,0,0,,
1/9/21 16:00,,0,0,0,,
1/10/21 7:00,,0,0,0,,
1/10/21 10:00,,0,0,0,,
1/10/21 13:00,,0,0,0,,
1/10/21 16:00,,0,0,0,,
1/11/21 7:00,,0,0,0,,
1/11/21 10:00,,0,0,0,,
1/11/21 13:00,,0,0,0,,
1/11/21 16:00,,0,0,0,,
1/12/21 7:00,,0,0,0,,
1/12/21 10:00,,0,0,0,,
1/12/21 13:00,,0,0,0,,
1/12/21 16:00,,0,0,0,,
1/13/21 7:00,,0,0,0,,
1/13/21 10:00,,0,0,0,,
1/13/21 13:00,,0,0,0,,
1/13/21 16:00,,0,0,0,,
1/14/21 7:00,,0,0,0,,
1/14/21 10:00,,0,0,0,,
1/14/21 13:00,,0,0,0,,
1/14/21 16:00,,0,0,0,,
1/15/21 7:00,,0,0,0,,
1/15/21 10:00,,0,0,0,,
1/15/21 13:00,,0,0,0,,
1/15/21 16:00,,0,0,0,,
1/16/21 7:00,,0,0,0,,
1/16/21 10:00,,0,0,0,,
1/16/21 13:00,,0,0,0,,
1/16/21 16:00,,0,0,0,,
1/17/21 7:00,,0,0,0,,
1/17/21 10:00,,0,0,0,,
1/17/21 13:00,,0,0,0,,
1/17/21 16:00,,0,0,0,,
1/18/21 7:00,,0,0,0,,
1/18/21 10:00,,0,0,0,,
1/18/21 13:00,,0,0,0,,
1/18/21 16:00,,0,0,0,,
1/19/21 7:00,,0,0,0,,
1/19/21 10:00,,0,0,0,,
1/19/21 13:00,,0,0,0,,
1/19/21 16:00,,0,0,0,,
1/20/21 7:00,,0,0,0,,
1/20/21 10:00,,0,0,0,,
1/20/21 13:00,,0,0,0,,
1/20/21 16:00,,0,0,0,,
1/21/21 7:00,,0,0,0,,
1/21/21 10:00,,0,0,0,,
1/21/21 13:00,,0,0,0,,
1/21/21 16:00,,0,0,0,,
1/22/21 7:00,,0,0,0,,
1/22/21 10:00,,0,0,0,,
1/22/21 13:00,,0,0,0,,
1/22/21 16:00,,66.78958162,66.78958162,66.78958162,,
1/23/21 7:00,,67.29968515,67.29968515,0.510103531,,
1/23/21 10:00,,48.52661086,48.52661086,0,,
1/23/21 13:00,,0,0,0,,
1/23/21 16:00,,0,0,0,,
1/24/21 7:00,,0,0,0,,
1/24/21 10:00,,0,0,0,,
1/24/21 13:00,,0,0,0,,
1/24/21 16:00,,0,0,0,,
1/25/21 7:00,,223.9942692,223.9942692,223.9942692,,
1/25/21 10:00,,231.1410341,231.1410341,7.146764868,,
1/25/21 13:00,,177.8653256,177.8653256,0,,
1/25/21 16:00,,157.549621,157.549621,0,,
1/26/21 7:00,,177.3893316,177.3893316,19.83971056,,
1/26/21 10:00,,208.1563585,208.1563585,30.76702688,,
1/26/21 13:00,,137.4990848,137.4990848,0,,
1/26/21 16:00,,119.8696617,119.8696617,0,,
1/27/21 7:00,,292.8205579,292.8205579,172.9508962,,
1/27/21 10:00,,359.1026115,359.1026115,66.2820536,,
1/27/21 13:00,,417.9248966,417.9248966,58.82228509,,
1/27/21 16:00,,493.1637955,493.1637955,75.23889889,,
1/28/21 7:00,,596.0327796,596.0327796,102.8689841,,
1/28/21 10:00,,666.5246415,666.5246415,70.49186187,,
1/28/21 13:00,,694.7273214,694.7273214,28.2026799,,
1/28/21 16:00,,726.222628,726.222628,31.49530663,,
1/29/21 7:00,,879.7142705,879.7142705,153.4916424,,
1/29/21 10:00,,944.8627498,944.8627498,65.14847938,,
1/29/21 13:00,,878.6034501,878.6034501,0,,
1/29/21 16:00,,846.4662262,846.4662262,0,,
1/30/21 7:00,,846.4662262,846.4662262,0,,
1/30/21 10:00,,856.7169735,856.7169735,10.2507473,,
1/30/21 13:00,,705.7848829,705.7848829,0,,
1/30/21 16:00,,812.9030352,812.9030352,107.1181523,,
1/31/21 7:00,,650.6616168,650.6616168,0,,
1/31/21 10:00,,644.2299824,644.2299824,0,,
1/31/21 13:00,,770.5979512,770.5979512,126.3679688,,
1/31/21 16:00,,590.9692136,590.9692136,0,,
2/1/21 7:00,,526.1967363,526.1967363,0,,
2/1/21 10:00,,564.2900016,564.2900016,38.09326539,,
2/1/21 13:00,,524.811341,524.811341,0,,
2/1/21 16:00,,483.0102174,483.0102174,0,,
2/2/21 7:00,,471.578009,471.578009,0,,
2/2/21 10:00,,476.9745589,476.9745589,5.396549903,,
2/2/21 13:00,,444.9153254,444.9153254,0,,
2/2/21 16:00,,445.2190956,445.2190956,0.303770175,,
2/3/21 7:00,,423.323095,423.323095,0,,
2/3/21 10:00,,418.7707138,418.7707138,0,,
2/3/21 13:00,,421.5674508,421.5674508,2.796736977,,
2/3/21 16:00,,397.2605994,397.2605994,0,,
2/4/21 7:00,,405.7707978,405.7707978,8.510198447,,
2/4/21 10:00,,401.0870233,401.0870233,0,,
2/4/21 13:00,,389.9495264,389.9495264,0,,
2/4/21 16:00,,402.0261473,402.0261473,12.07662088,,
2/5/21 7:00,,385.2244265,385.2244265,0,,
2/5/21 10:00,,379.5009753,379.5009753,0,,
2/5/21 13:00,,363.3107672,363.3107672,0,,
2/5/21 16:00,,347.1200003,347.1200003,0,,
2/6/21 7:00,,367.2468934,367.2468934,20.12689307,,
2/6/21 10:00,,334.492417,334.492417,0,,
2/6/21 13:00,,329.1007508,329.1007508,0,,
2/6/21 16:00,,276.9539116,276.9539116,0,,
2/7/21 7:00,,308.6649023,308.6649023,31.71099071,,
2/7/21 10:00,,302.5331162,302.5331162,0,,
2/7/21 13:00,,325.1992354,325.1992354,22.66611915,,
2/7/21 16:00,,255.9554008,255.9554008,0,,
2/8/21 7:00,,302.9092468,302.9092468,46.95384599,,
2/8/21 10:00,,281.6869396,281.6869396,0,,
2/8/21 13:00,,286.3528047,286.3528047,4.665865096,,
2/8/21 16:00,,276.2911479,276.2911479,0,,
2/9/21 7:00,,276.2911479,276.2911479,0,,
2/9/21 10:00,,265.8366478,265.8366478,0,,
2/9/21 13:00,,270.8952913,270.8952913,5.05864352,,
2/9/21 16:00,,239.7068154,239.7068154,0,,
2/10/21 7:00,,259.3840547,259.3840547,19.67723926,,
2/10/21 10:00,,267.1820079,267.1820079,7.797953199,,
2/10/21 13:00,,266.1582949,266.1582949,0,,
2/10/21 16:00,,228.7352221,228.7352221,0,,
2/11/21 7:00,,202.6100662,202.6100662,0,,
2/11/21 10:00,,239.7068154,239.7068154,37.09674922,,
2/11/21 13:00,,211.7368898,211.7368898,0,,
2/11/21 16:00,,229.9902026,229.9902026,18.25331281,,
2/12/21 7:00,,288.892699,288.892699,58.90249633,,
2/12/21 10:00,,267.8519987,267.8519987,0,,
2/12/21 13:00,,436.1632717,436.1632717,168.311273,,
2/12/21 16:00,,242.2652888,242.2652888,0,,
2/13/21 7:00,,222.0111587,222.0111587,0,,
2/13/21 10:00,,289.1389375,289.1389375,67.12777884,,
2/13/21 13:00,,288.892699,288.892699,0,,
2/13/21 16:00,,282.6603314,282.6603314,0,,
2/14/21 7:00,,282.6603314,282.6603314,0,,
2/14/21 10:00,,287.4238955,287.4238955,4.763564068,,
2/14/21 13:00,,283.2303599,283.2303599,0,,
2/14/21 16:00,,271.8630277,271.8630277,0,,
2/15/21 7:00,,273.1620031,273.1620031,1.298975413,,
2/15/21 10:00,,243.1054407,243.1054407,0,,
2/15/21 13:00,,233.12981,233.12981,0,,
2/15/21 16:00,,222.5459558,222.5459558,0,,
2/16/21 7:00,,231.6773584,231.6773584,9.131402554,,
2/16/21 10:00,,233.9675597,233.9675597,2.290201276,,
2/16/21 13:00,,232.5132735,232.5132735,0,,
2/16/21 16:00,,266.7546657,266.7546657,34.24139229,,
2/17/21 7:00,,222.5459558,222.5459558,0,,
2/17/21 10:00,,224.8702437,224.8702437,2.324287899,,
2/17/21 13:00,,240.085719,240.085719,15.21547525,,
2/17/21 16:00,,261.0655314,261.0655314,20.97981245,,
2/18/21 7:00,,223.0547482,223.0547482,0,,
2/18/21 10:00,,236.4661144,236.4661144,13.4113662,,
2/18/21 13:00,,221.4503696,221.4503696,0,,
2/18/21 16:00,,203.1935132,203.1935132,0,,
2/19/21 7:00,,223.5375232,223.5375232,20.34401,,
2/19/21 10:00,,226.4240923,226.4240923,2.886569066,,
2/19/21 13:00,,213.4144684,213.4144684,0,,
2/19/21 16:00,,175.2289376,175.2289376,0,,
2/20/21 7:00,,169.1797526,169.1797526,0,,
2/20/21 10:00,,206.9747909,206.9747909,37.79503823,,
2/20/21 13:00,,212.8811896,212.8811896,5.906398776,,
2/20/21 16:00,,161.5796137,161.5796137,0,,
2/21/21 7:00,,177.8653256,177.8653256,16.28571185,,
2/21/21 10:00,,217.1296408,217.1296408,39.26431524,,
2/21/21 13:00,,165.3724867,165.3724867,0,,
2/21/21 16:00,,132.191478,132.191478,0,,
2/22/21 7:00,,150.4612106,150.4612106,18.26973259,,
2/22/21 10:00,,178.3156543,178.3156543,27.85444366,,
2/22/21 13:00,,144.4081168,144.4081168,0,,
2/22/21 16:00,,86.05306126,86.05306126,0,,
2/23/21 7:00,,140.8556717,140.8556717,54.80261042,,
2/23/21 10:00,,102.7737661,102.7737661,0,,
2/23/21 13:00,,122.7078925,122.7078925,19.93412645,,
2/23/21 16:00,,74.82337047,74.82337047,0,,
2/24/21 7:00,,104.7864058,104.7864058,29.96303536,,
2/24/21 10:00,,94.69772149,94.69772149,0,,
2/24/21 13:00,,76.03183167,76.03183167,0,,
2/24/21 16:00,,28.60229413,28.60229413,0,,
2/25/21 7:00,,74.82337047,74.82337047,0,,
2/25/21 10:00,,48.52661086,48.52661086,0,,
2/25/21 13:00,,43.81425695,43.81425695,0,,
2/25/21 16:00,,49.51662746,49.51662746,5.702370502,,
2/26/21 7:00,,45.62011247,45.62011247,0,,
2/26/21 10:00,,19.47497948,19.47497948,0,,
2/26/21 13:00,,46.85661501,46.85661501,27.38163552,,
2/26/21 16:00,,11.99971576,11.99971576,0,,
2/27/21 7:00,,38.30925383,38.30925383,26.30953808,,
2/27/21 10:00,,66.25467812,66.25467812,27.94542428,,
2/27/21 13:00,,82.75144603,82.75144603,16.49676792,,
2/27/21 16:00,,27.99960372,27.99960372,0,,
2/28/21 7:00,,0,0,0,,
2/28/21 10:00,,0,0,0,,
2/28/21 13:00,,0,0,0,,
2/28/21 16:00,,0,0,0,,
3/1/21 7:00,,0,0,0,,
3/1/21 10:00,,0,0,0,,
3/1/21 13:00,,0,0,0,,
3/1/21 16:00,,0,0,0,,
3/2/21 7:00,,0,0,0,,
3/2/21 10:00,,0,0,0,,
3/2/21 13:00,,0,0,0,,
3/2/21 16:00,,0,0,0,,
3/3/21 7:00,,0,0,0,,
3/3/21 10:00,,0,0,0,,
3/3/21 13:00,,0,0,0,,
3/3/21 16:00,,0,0,0,,
3/4/21 7:00,,0,0,0,,
3/4/21 10:00,,0,0,0,,
3/4/21 13:00,,0,0,0,,
3/4/21 16:00,,0,0,0,,
3/5/21 7:00,,0,0,0,,
3/5/21 10:00,,0,0,0,,
3/5/21 13:00,,0,0,0,,
3/5/21 16:00,,0,0,0,,
3/6/21 7:00,,0,0,0,,
3/6/21 10:00,,0,0,0,,
